#! FIELDS p.x fes dfes_p.x
#! SET normalisation  1.000000
#! SET min_p.x -4
#! SET max_p.x 4
#! SET nbins_p.x  399
#! SET periodic_p.x false
 -4.000000 inf 0.000000
 -3.979950 inf 0.000000
 -3.959900 inf 0.000000
 -3.939850 inf 0.000000
 -3.919799 inf 0.000000
 -3.899749 inf 0.000000
 -3.879699 inf 0.000000
 -3.859649 inf 0.000000
 -3.839599 inf 0.000000
 -3.819549 inf 0.000000
 -3.799499 inf 0.000000
 -3.779449 inf 0.000000
 -3.759398 inf 0.000000
 -3.739348 inf 0.000000
 -3.719298 inf 0.000000
 -3.699248 inf 0.000000
 -3.679198 inf 0.000000
 -3.659148 inf 0.000000
 -3.639098 inf 0.000000
 -3.619048 inf 0.000000
 -3.598997 inf 0.000000
 -3.578947 inf 0.000000
 -3.558897 inf 0.000000
 -3.538847 inf 0.000000
 -3.518797 inf 0.000000
 -3.498747 inf 0.000000
 -3.478697 inf 0.000000
 -3.458647 inf 0.000000
 -3.438596 inf 0.000000
 -3.418546 inf 0.000000
 -3.398496 inf 0.000000
 -3.378446 inf 0.000000
 -3.358396 inf 0.000000
 -3.338346 inf 0.000000
 -3.318296 inf 0.000000
 -3.298246 inf 0.000000
 -3.278195 inf 0.000000
 -3.258145 inf 0.000000
 -3.238095 inf 0.000000
 -3.218045 inf 0.000000
 -3.197995 inf 0.000000
 -3.177945 inf 0.000000
 -3.157895 -16.972875 -182.817533
 -3.137845 -27.630822 -188.237725
 -3.117794 -41.251694 -187.944132
 -3.097744 -52.696612 -188.302953
 -3.077694 -64.880046 -187.759232
 -3.057644 -77.444460 -188.559873
 -3.037594 -88.282661 -188.529881
 -3.017544 -97.965177 -185.479332
 -2.997494 -110.001289 -187.786065
 -2.977444 -120.106517 -186.286331
 -2.957393 -129.769036 -187.808688
 -2.937343 -140.208089 -185.731371
 -2.917293 -148.845280 -184.110269
 -2.897243 -157.572544 -183.958288
 -2.877193 -166.544097 -186.114369
 -2.857143 -174.810084 -184.117091
 -2.837093 -183.673586 -185.771087
 -2.817043 -192.395501 -185.484614
 -2.796992 -201.263275 -185.621877
 -2.776942 -209.477432 -184.099485
 -2.756892 -218.265276 -185.503605
 -2.736842 -226.860793 -187.736481
 -2.716792 -234.325300 -182.754891
 -2.696742 -242.396549 -183.595399
 -2.676692 -250.019752 -183.845841
 -2.656642 -257.074633 -181.174963
 -2.636591 -264.637424 -183.603787
 -2.616541 -271.538239 -182.567970
 -2.596491 -277.910547 -180.307758
 -2.576441 -283.882752 -179.810819
 -2.556391 -289.983644 -180.086742
 -2.536341 -295.735925 -179.638738
 -2.516291 -301.988532 -179.355524
 -2.496241 -307.242227 -177.136339
 -2.476190 -312.341984 -174.329586
 -2.456140 -317.351237 -174.132144
 -2.436090 -322.327444 -174.471942
 -2.416040 -326.938563 -170.065860
 -2.395990 -331.750721 -172.273003
 -2.375940 -336.280127 -169.777516
 -2.355890 -340.649551 -167.483663
 -2.335840 -344.896663 -166.223336
 -2.315789 -348.949780 -163.290259
 -2.295739 -352.786631 -159.452047
 -2.275689 -356.556249 -158.134994
 -2.255639 -360.230196 -156.601752
 -2.235589 -363.868737 -155.450674
 -2.215539 -367.464847 -154.847434
 -2.195489 -370.870759 -150.664915
 -2.175439 -374.139288 -146.765247
 -2.155388 -377.308599 -143.887953
 -2.135338 -380.439959 -142.472913
 -2.115288 -383.418390 -137.418378
 -2.095238 -386.250438 -131.896508
 -2.075188 -388.957678 -127.739726
 -2.055138 -391.602813 -126.013417
 -2.035088 -394.223209 -125.263825
 -2.015038 -396.832726 -124.758654
 -1.994987 -399.368270 -121.401279
 -1.974937 -401.771073 -114.451974
 -1.954887 -403.955411 -102.492432
 -1.934837 -405.866372 -87.390762
 -1.914787 -407.459091 -71.452108
 -1.894737 -408.774428 -61.298187
 -1.874687 -410.018828 -64.743631
 -1.854637 -411.405389 -72.372695
 -1.834586 -412.874108 -72.851968
 -1.814536 -414.310047 -69.940449
 -1.794486 -415.681431 -66.749546
 -1.774436 -416.994658 -64.295286
 -1.754386 -418.260839 -61.645483
 -1.734336 -419.482837 -60.373954
 -1.714286 -420.792503 -73.197698
 -1.694236 -422.456538 -89.310362
 -1.674185 -424.183973 -79.256686
 -1.654135 -425.554107 -56.620338
 -1.634085 -426.453070 -33.651275
 -1.614035 -426.963734 -19.983778
 -1.593985 -427.410362 -28.428177
 -1.573935 -428.131171 -40.581485
 -1.553885 -428.895922 -33.134639
 -1.533835 -429.409769 -17.881059
 -1.513784 -429.631211 -5.293806
 -1.493734 -429.689187 -2.586395
 -1.473684 -429.805569 -9.771181
 -1.453634 -430.061095 -14.505394
 -1.433584 -430.346193 -13.391095
 -1.413534 -430.595846 -11.824663
 -1.393484 -430.835985 -12.390077
 -1.373434 -431.088148 -12.272380
 -1.353383 -431.302040 -8.483088
 -1.333333 -431.417556 -3.160246
 -1.313283 -431.447080 -0.453529
 -1.293233 -431.455597 -0.443408
 -1.273183 -431.442149 2.750568
 -1.253133 -431.310866 10.786769
 -1.233083 -431.014176 18.149319
 -1.213033 -430.621115 19.928194
 -1.192982 -430.257675 15.380978
 -1.172932 -430.021491 8.420433
 -1.152882 -429.887105 5.723188
 -1.132832 -429.788277 3.382287
 -1.112782 -429.783487 -3.180546
 -1.092732 -429.895373 -7.251202
 -1.072682 -430.061184 -9.299350
 -1.052632 -430.256774 -9.489880
 -1.032581 -430.415168 -6.233355
 -1.012531 -430.533611 -6.568415
 -0.992481 -430.684994 -7.446155
 -0.972431 -430.760111 1.734512
 -0.952381 -430.566856 18.150092
 -0.932331 -430.026679 35.438594
 -0.912281 -429.176867 47.869972
 -0.892231 -428.194799 47.345646
 -0.872180 -427.351174 36.274166
 -0.852130 -426.678250 31.948799
 -0.832080 -426.011508 34.769920
 -0.812030 -425.271360 38.622102
 -0.791980 -424.487875 38.150977
 -0.771930 -423.785309 30.931035
 -0.751880 -423.237783 24.259081
 -0.731830 -422.768244 23.098665
 -0.711779 -422.291336 24.553350
 -0.691729 -421.780442 26.118816
 -0.671679 -421.256280 25.753037
 -0.651629 -420.744269 25.620683
 -0.631579 -420.217674 26.543085
 -0.611529 -419.709575 23.111121
 -0.591479 -419.307864 16.959354
 -0.571429 -419.015735 12.393574
 -0.551378 -418.794167 10.278718
 -0.531328 -418.560168 14.316160
 -0.511278 -418.173548 24.894005
 -0.491228 -417.567182 34.309160
 -0.471178 -416.890282 30.233541
 -0.451128 -416.417990 17.442716
 -0.431078 -416.102466 16.262205
 -0.411028 -415.705322 23.661638
 -0.390977 -415.165945 29.108583
 -0.370927 -414.579266 28.567929
 -0.350877 -414.029401 26.333617
 -0.330827 -413.513928 25.020799
 -0.310777 -413.027108 23.195895
 -0.290727 -412.587835 20.505182
 -0.270677 -412.194924 18.870091
 -0.250627 -411.823731 17.867845
 -0.230576 -411.496460 14.173992
 -0.210526 -411.257735 10.133758
 -0.190476 -411.054560 10.778287
 -0.170426 -410.827803 10.851078
 -0.150376 -410.674995 3.170268
 -0.130326 -410.705139 -5.270169
 -0.110276 -410.834252 -6.439810
 -0.090226 -410.933834 -3.306187
 -0.070175 -410.978949 -1.892941
 -0.050125 -411.037779 -4.416815
 -0.030075 -411.156077 -7.094571
 -0.010025 -411.313101 -8.559853
 0.010025 -411.500370 -9.904925
 0.030075 -411.683415 -7.437897
 0.050125 -411.772228 -1.288102
 0.070175 -411.752136 2.453457
 0.090226 -411.710528 0.841218
 0.110276 -411.749607 -5.490543
 0.130326 -411.946844 -13.831396
 0.150376 -412.249045 -14.318830
 0.170426 -412.452372 -5.013361
 0.190476 -412.453680 3.745549
 0.210526 -412.371014 2.888801
 0.230576 -412.358614 -1.128382
 0.250627 -412.391735 -2.032455
 0.270677 -412.452266 -4.416906
 0.290727 -412.570723 -7.113522
 0.310777 -412.724124 -8.078183
 0.330827 -412.902135 -10.002361
 0.350877 -413.124752 -11.654645
 0.370927 -413.333331 -8.326836
 0.390977 -413.452197 -4.233870
 0.411028 -413.558104 -7.881315
 0.431078 -413.801675 -16.275632
 0.451128 -414.181168 -20.679554
 0.471178 -414.604245 -21.167468
 0.491228 -415.027367 -21.179737
 0.511278 -415.462274 -22.411472
 0.531328 -415.929618 -24.089178
