#! FIELDS p.x hh dhh_p.x
#! SET normalisation  2000000.000000
#! SET min_p.x -4
#! SET max_p.x 4
#! SET nbins_p.x  399
#! SET periodic_p.x false
 -4.000000 0.000000 0.000000
 -3.979950 0.000000 0.000000
 -3.959900 0.000000 0.000000
 -3.939850 0.000000 0.000000
 -3.919799 0.000000 0.000000
 -3.899749 0.000000 0.000000
 -3.879699 0.000000 0.000000
 -3.859649 0.000000 0.000000
 -3.839599 0.000000 0.000000
 -3.819549 0.000000 0.000000
 -3.799499 0.000000 0.000000
 -3.779449 0.000000 0.000000
 -3.759398 0.000000 0.000000
 -3.739348 0.000000 0.000000
 -3.719298 0.000000 0.000000
 -3.699248 876591527165527936.000000 69938661866161414144.000000
 -3.679198 369249576811848872161756315648.000000 29540191746442272417098990878720.000000
 -3.659148 37309101292722955782410861773741621248.000000 2976683965648197987080689560095924682752.000000
 -3.639098 11348262885314011006071898618852145963384963072.000000 906351640799750170822528859494278282997720416256.000000
 -3.619048 8526274839887429071566722395819571584753911939100311552.000000 681369806407155755605562408645980168672439468010038624256.000000
 -3.598997 3182676858354232419377461356672683284380916356119729006008336384.000000 253250865148208649407081940981681463328480699992624837501338517504.000000
 -3.578947 1394331575476445342013213325558380864765558679512322542531612200163868672.000000 111074664822946130522397149163584791843954810058496812182125741051081654272.000000
 -3.558897 16882876575032656093650442971892000606219310567768979802617861712012655439380480.000000 1338714558638388646988938728686108090485013074596418704145302792230259496664956928.000000
 -3.538847 2805074830951743445326148692911568801601928820108954163197694596127682576660457985146880.000000 224762241720478952138569358871085528540641434127350775909680202202324633421661185566048256.000000
 -3.518797 43246586466177336940821601065677590088027792547366392807267906344550230798608908441604069523456.000000 3435433642056627598630315453650495610026599254321287732552848820454248855894377655886534871613440.000000
 -3.498747 291446133711203249511302387281373054052972928401460719656376771482917431753356685838894316401169793024.000000 23206552094580011656366625377392639744363437512499977297003710581095785881568873952836194863973792743424.000000
 -3.478697 147991535143328958874166570688264313832250835740062133169963684175420404818056159579376572870369271825301504.000000 11580674601991069336510472844086325739096004433543255844914853478076789715787600864270077475025338252530810880.000000
 -3.458647 9476779075285796267424259099623062270805969920548547212405946172153951449356684248553928880656416537852427244666880.000000 758634840043211958773505444088004789705102793105930075081634572988788786953002851206340178869891004910246290553569280.000000
 -3.438596 8279166095725473402818643938245308017660377341105041911773715737327964211355264923853758162955040116134169793519268397056.000000 653931117572067460626918846694235279302028876000545990379518387203125358418192991684163675547331863400830269394045334716416.000000
 -3.418546 226399260470520653290159141102771819013513120683255602890384779460573887894608203944496546656784390571189996042119492628283129856.000000 18131917369026631328587830419779692234685076995842072595913727707379575724796329021211494911640957397254757224361212652436378877952.000000
 -3.398496 439551131984317717285785009361817383218246589426597960386225263856427743571609944039223786427945877380569747635511975970547531786485760.000000 34994633105372031372021490647871528362533723027327101776291426431801065619182805292142858646653566331809820251797502062701507480442109952.000000
