#! FIELDS abs_dist abs_nh external.bias der_abs_dist der_abs_nh
#! SET min_abs_dist 0
#! SET max_abs_dist 5.5
#! SET nbins_abs_dist  51
#! SET periodic_abs_dist false
#! SET min_abs_nh 0
#! SET max_abs_nh 4.5
#! SET nbins_abs_nh  51
#! SET periodic_abs_nh false
	0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	0.1100000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	0.2200000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	0.3300000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	0.4400000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	0.5500000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	0.6600000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	0.7700000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	0.8800000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	0.9900000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	1.1000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	1.2100000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	1.3200000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	1.4300000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	1.5400000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	1.6500000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	1.7600000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	1.8700000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	1.9800000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	2.0900000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	2.2000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	2.3100000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	2.4200000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	2.5300000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
	2.6400000000 	 0.0000000000 	 0.0000000000 	 0.0000000000 	 0.0000000000
