#! FIELDS p.x file.free der_p.x
#! SET min_p.x -2.0
#! SET max_p.x 2.0
#! SET nbins_p.x  201
#! SET periodic_p.x false
   -2.000000000 -101.368923127 -140.237144010
   -1.980000000 -104.057384099 -127.509367887
   -1.960000000 -106.452437501 -111.137504458
    1.140000000 -135.517999910  -22.642132051
    1.160000000 -135.920375277  -17.869612521
    1.180000000 -136.223338894  -13.143214974
    1.200000000 -136.440808175   -9.148022649
    1.220000000 -136.586365762   -6.453437409
    1.240000000 -136.678174813   -4.053100713
    1.260000000 -136.727215127   -1.400112325
    1.280000000 -136.710178574    3.079583945
    1.300000000 -136.577225522    9.819660340
    1.320000000 -136.273370536   19.415427336
    1.340000000 -135.761906654   31.712398653
    1.360000000 -134.997608331   43.763136581
    1.380000000 -134.013100731   53.173790994
    1.400000000 -132.873077280   57.933936059
    1.420000000 -131.701605487   57.166783193
    1.440000000 -130.611156738   50.407853066
    1.460000000 -129.713053934   38.572922758
    1.480000000 -129.071564732   24.386349321
    1.500000000 -128.708790562   11.275002171
    1.520000000 -128.574897540    2.070304098
    1.540000000 -128.568272848   -1.729029756
    1.560000000 -128.568470281    1.120753352
    1.580000000 -128.459301586   10.038753936
    1.600000000 -128.124862776   23.207000602
    1.620000000 -127.498885603   37.933439415
    1.640000000 -126.587789195   52.050920680
    1.660000000 -125.422192369   63.082144920
    1.680000000 -124.080703858   69.765567198
    1.700000000 -122.628001463   71.242436007
    1.720000000 -121.203397691   69.204095626
    1.740000000 -119.864666987   63.830143507
    1.760000000 -118.642937421   56.878723305
    1.780000000 -117.563082880   50.210344108
    1.800000000 -116.595519341   45.486976436
    1.820000000 -115.690906134   44.484759187
    1.840000000 -114.762449543   48.029525877
    1.860000000 -113.725431459   55.999583279
    1.880000000 -112.481995944   67.865156012
    1.900000000 -110.968284320   82.541822990
    1.920000000 -109.144122284   98.735537780
    1.940000000 -106.988801714  114.757590310
    1.960000000 -104.524701669  129.324335410
    1.980000000 -101.798923951  142.000769209
    2.000000000  -98.844951945  151.164506664
