#! FIELDS p.x file.free der_p.x
#! SET min_p.x -2.0
#! SET max_p.x 2.0
#! SET nbins_p.x  201
#! SET periodic_p.x false
   -2.000000000 -118.995623305 -114.159410551
   -1.980000000 -121.220210726 -108.587494011
   -1.960000000 -123.338022606 -103.030303075
   -1.940000000 -125.339821206  -97.206579855
   -1.920000000 -127.216169259  -90.630001262
   -1.900000000 -128.952954231  -83.252336278
   -1.880000000 -130.545524719  -75.985814306
   -1.860000000 -131.997477505  -69.191567070
   -1.840000000 -133.320515984  -63.664773369
   -1.820000000 -134.552655972  -60.105299672
   -1.800000000 -135.735140851  -58.518671922
   -1.780000000 -136.904386030  -58.840329666
   -1.760000000 -138.100898403  -61.069954439
   -1.740000000 -139.346892479  -64.483229847
   -1.720000000 -140.667895616  -68.345731305
   -1.700000000 -142.067279596  -72.011688714
   -1.680000000 -143.530865199  -74.781340513
   -1.660000000 -145.041562378  -76.029629122
   -1.640000000 -146.550114128  -74.996692643
   -1.620000000 -148.015927760  -71.247598416
   -1.600000000 -149.381005452  -64.769457183
   -1.580000000 -150.581356643  -56.285353729
   -1.560000000 -151.598119624  -46.105328803
   -1.540000000 -152.406456984  -35.683990089
   -1.520000000 -153.016188902  -26.375845437
   -1.500000000 -153.460911101  -19.212818609
   -1.480000000 -153.791176830  -14.858531422
   -1.460000000 -154.063955572  -13.517107223
   -1.440000000 -154.331798420  -14.540820446
   -1.420000000 -154.644749250  -16.887408013
   -1.400000000 -155.004725094  -19.834081278
   -1.380000000 -155.413350682  -21.792167748
   -1.360000000 -155.840998890  -22.035812102
   -1.340000000 -156.252146828  -19.693302948
   -1.320000000 -156.595766337  -15.457540856
   -1.300000000 -156.843656208   -9.777466015
   -1.280000000 -156.979973710   -4.461647150
   -1.260000000 -157.018204844   -0.399801749
   -1.240000000 -156.989725323    1.302185055
   -1.220000000 -156.951089101    0.698681695
   -1.200000000 -156.946334314   -1.893063421
   -1.180000000 -157.007753081   -5.060495895
   -1.160000000 -157.127298772   -7.318836489
   -1.140000000 -157.269210268   -7.687637231
   -1.120000000 -157.386002060   -4.644303192
   -1.100000000 -157.416816437    1.375975931
   -1.080000000 -157.304059411    9.211743554
   -1.060000000 -157.022221168   17.695543293
   -1.040000000 -156.584491571   25.146234097
   -1.020000000 -156.016813014   29.815431132
   -1.000000000 -155.388135057   31.652873129
   -0.980000000 -154.750160236   30.737038082
   -0.960000000 -154.152209384   28.011301381
   -0.940000000 -153.615711293   24.865583862
   -0.920000000 -153.128350446   22.276574064
   -0.900000000 -152.684736571   21.428138604
   -0.880000000 -152.242355307   21.958765641
   -0.860000000 -151.773614384   23.870677902
   -0.840000000 -151.262158343   26.329497385
   -0.820000000 -150.704031367   28.419221332
   -0.800000000 -150.117182688   29.594775668
   -0.780000000 -149.510194898   29.633754537
   -0.760000000 -148.911102349   28.783903525
   -0.740000000 -148.343513012   27.067321477
   -0.720000000 -147.801923167   25.139219986
   -0.700000000 -147.304800581   23.548019843
   -0.680000000 -146.833227227   22.236664391
   -0.660000000 -146.390085980   21.298304018
   -0.640000000 -145.955088353   21.084719801
   -0.620000000 -145.518555243   21.182424132
   -0.600000000 -145.086867647   21.509992383
   -0.580000000 -144.642769838   21.781078317
   -0.560000000 -144.196355712   22.053512828
   -0.540000000 -143.744617707   21.495927904
   -0.520000000 -143.308642678   20.648666626
   -0.500000000 -142.900403612   19.052463414
   -0.480000000 -142.529577034   16.850342590
   -0.460000000 -142.207271277   14.234949373
   -0.440000000 -141.939644832   11.551553763
   -0.420000000 -141.722046940    9.449659782
   -0.400000000 -141.535514206    8.079073427
   -0.380000000 -141.373571628    7.733058982
   -0.360000000 -141.209190577    7.778920750
   -0.340000000 -141.032783559    8.009794685
   -0.320000000 -140.861605630    8.178631046
   -0.300000000 -140.693709852    7.657719709
   -0.280000000 -140.541453962    6.519509357
   -0.260000000 -140.416006413    5.016117231
   -0.240000000 -140.318524751    4.065274567
   -0.220000000 -140.230701360    4.041269845
   -0.200000000 -140.127010820    5.624180283
   -0.180000000 -139.974998669    9.035133917
   -0.160000000 -139.738757088   13.376031627
   -0.140000000 -139.411744918   17.911560203
   -0.120000000 -138.999573098   21.999103882
   -0.100000000 -138.527468344   24.179448279
   -0.080000000 -138.036900542   23.778475466
   -0.060000000 -137.582135559   20.568116821
   -0.040000000 -137.213095957   15.347205408
   -0.020000000 -136.963473664    8.737944072
    0.000000000 -136.844279587    1.483404962
    0.020000000 -136.871664068   -4.680258149
    0.040000000 -136.998156072   -9.309946530
    0.060000000 -137.205206864  -11.725974133
    0.080000000 -137.435511998  -12.412758932
    0.100000000 -137.668234054  -10.829252722
    0.120000000 -137.860976161   -8.499980547
    0.140000000 -138.001503951   -6.493299628
    0.160000000 -138.107616353   -5.214198550
    0.180000000 -138.198534796   -5.033283328
    0.200000000 -138.292056123   -6.082961611
    0.220000000 -138.421003283   -7.763089147
    0.240000000 -138.587077366   -9.669162211
    0.260000000 -138.788577753  -11.180477075
