    0.280000000 -139.015143874  -11.994347762
    0.300000000 -139.248366514  -12.201458861
    0.320000000 -139.479049412  -11.870990024
    0.340000000 -139.705626118  -11.367971178
    0.360000000 -139.923079352  -11.321337017
    0.380000000 -140.138276421  -11.197037622
    0.400000000 -140.357453482  -11.015149981
    0.420000000 -140.565385440  -10.543566056
    0.440000000 -140.760284295   -9.698409192
    0.460000000 -140.934288054   -8.364622496
    0.480000000 -141.080847377   -7.544383292
    0.500000000 -141.217705838   -7.338234227
    0.520000000 -141.364409130   -8.825406509
    0.540000000 -141.561221556  -12.013419320
    0.560000000 -141.845671048  -17.114794117
    0.580000000 -142.240172836  -23.288727439
    0.600000000 -142.763250878  -29.747359127
    0.620000000 -143.406712175  -34.898858027
    0.640000000 -144.134080177  -38.425352169
    0.660000000 -144.904402291  -39.250845378
    0.680000000 -145.664666878  -37.510018271
    0.700000000 -146.362615375  -32.969460144
    0.720000000 -146.962664196  -27.134293796
    0.740000000 -147.439087678  -20.805401552
    0.760000000 -147.785884921  -15.099746398
    0.780000000 -148.041696817  -10.786984825
    0.800000000 -148.222755971   -8.772891200
    0.820000000 -148.383736901   -9.064946769
    0.840000000 -148.575272221  -11.114785058
    0.860000000 -148.823817716  -14.883896384
    0.880000000 -149.154333011  -19.422937592
    0.900000000 -149.577900422  -24.129194213
    0.920000000 -150.100358393  -28.573166841
    0.940000000 -150.707310639  -32.410595726
    0.960000000 -151.387254761  -35.683797816
    0.980000000 -152.111690131  -37.631228695
    1.000000000 -152.859518651  -37.591518900
    1.020000000 -153.579292211  -35.297560170
    1.040000000 -154.233912339  -30.632242837
    1.060000000 -154.772181095  -23.733471254
    1.080000000 -155.156177790  -15.373854724
    1.100000000 -155.362692600   -6.894878548
    1.120000000 -155.417172679    0.966704411
    1.140000000 -155.327055032    6.477632797
    1.160000000 -155.155658316    9.231855543
    1.180000000 -154.958852085    9.024887845
    1.200000000 -154.793379002    6.512683900
    1.220000000 -154.687897430    2.702117550
    1.240000000 -154.664798808   -0.876860942
    1.260000000 -154.708950047   -3.702470155
    1.280000000 -154.783079873   -4.378423105
    1.300000000 -154.842176387   -2.954079906
    1.320000000 -154.859914671    0.570349755
    1.340000000 -154.791301004    5.018614784
    1.360000000 -154.638036802    9.777958978
    1.380000000 -154.398032495   13.478931502
    1.400000000 -154.089668314   16.249291874
    1.420000000 -153.731788008   17.704649676
    1.440000000 -153.359205656   18.822430548
    1.460000000 -152.961226209   19.311473586
    1.480000000 -152.547241191   20.310761240
    1.500000000 -152.114116250   22.509360071
    1.520000000 -151.625782218   25.073848346
    1.540000000 -151.079717068   28.606446906
    1.560000000 -150.461973394   32.698694659
    1.580000000 -149.750467638   37.156267242
    1.600000000 -148.941958263   42.133547205
    1.620000000 -148.031316115   47.760192194
    1.640000000 -147.013134788   53.411831166
    1.660000000 -145.877349916   58.903047040
    1.680000000 -144.644019316   63.873265527
    1.700000000 -143.305652771   67.462040736
    1.720000000 -141.911552926   70.101837627
    1.740000000 -140.481044252   71.220094217
    1.760000000 -139.043783581   71.304050493
    1.780000000 -137.612934912   70.460632816
    1.800000000 -136.199193162   69.824192672
    1.820000000 -134.788775829   70.141203644
    1.840000000 -133.354741982   72.252940957
    1.860000000 -131.854060700   76.495369382
    1.880000000 -130.245714331   83.148929761
    1.900000000 -128.488581270   91.720221764
    1.920000000 -126.544834172  101.434942612
    1.940000000 -124.399385303  111.704187525
    1.960000000 -122.051335940  121.892239947
    1.980000000 -119.503449124  131.576438000
    2.000000000 -116.762987277  140.059695310
