   -0.840000000 -170.304727958   27.298382029
   -0.820000000 -169.713514597   30.457656723
   -0.800000000 -169.073633400   32.775595534
   -0.780000000 -168.391594655   33.959350848
   -0.760000000 -167.693941379   34.357997710
   -0.740000000 -167.003637891   33.828470496
   -0.720000000 -166.314637997   32.984426086
   -0.700000000 -165.653312680   32.137121406
   -0.680000000 -165.005008508   31.063046087
   -0.660000000 -164.386557796   29.772108614
   -0.640000000 -163.790700204   28.525789454
   -0.620000000 -163.219411847   26.974688303
   -0.600000000 -162.693327044   25.038357048
   -0.580000000 -162.200851385   22.705815363
   -0.560000000 -161.761333858   20.292557509
   -0.540000000 -161.369234858   17.124578543
   -0.520000000 -161.043363865   14.010399816
   -0.500000000 -160.785513377   10.625136385
   -0.480000000 -160.595706780    7.303673950
   -0.460000000 -160.468848008    4.243164012
   -0.440000000 -160.397234490    1.901819001
   -0.420000000 -160.359503153    0.981779753
   -0.400000000 -160.322594130    1.607621954
   -0.380000000 -160.262489121    3.868602117
   -0.360000000 -160.147207506    6.900270062
   -0.340000000 -159.956464366   10.240033563
   -0.320000000 -159.709967915   13.182249699
   -0.300000000 -159.415952878   15.046856263
   -0.280000000 -159.098833969   15.451881265
   -0.260000000 -158.787103926   14.526159234
   -0.240000000 -158.501697530   12.880300343
   -0.220000000 -158.253731656   11.106328364
   -0.200000000 -158.036052475    9.787301559
   -0.180000000 -157.833819213    9.536941377
   -0.160000000 -157.626793645    9.863547579
   -0.140000000 -157.407500278   10.374539662
   -0.120000000 -157.181642108   10.868878673
   -0.100000000 -156.961835855   10.192418376
   -0.080000000 -156.771490293    7.906682872
   -0.060000000 -156.644265437    3.935945345
   -0.040000000 -156.606885137   -1.063588873
   -0.020000000 -156.667918907   -6.060851381
    0.000000000 -156.817383495  -10.599199174
    0.020000000 -157.050938017  -13.024000068
    0.040000000 -157.302470589  -13.495589260
    0.060000000 -157.549326830  -11.679670081
    0.080000000 -157.739007183   -8.814236104
    0.100000000 -157.873886336   -5.051418223
    0.120000000 -157.944026665   -2.331856717
    0.140000000 -157.969775612   -1.956794860
    0.160000000 -158.014383481   -3.927522771
    0.180000000 -158.123636498   -8.319405459
    0.200000000 -158.334226648  -14.409376382
    0.220000000 -158.676192627  -20.569595983
    0.240000000 -159.131753534  -25.587369160
    0.260000000 -159.668677116  -28.409007439
    0.280000000 -160.232831119  -28.398513793
    0.300000000 -160.767094273  -25.944348228
    0.320000000 -161.232581718  -21.616461273
    0.340000000 -161.608779989  -16.639472533
    0.360000000 -161.889424377  -12.475969075
    0.380000000 -162.094553952   -9.511156083
    0.400000000 -162.262101614   -7.943971296
    0.420000000 -162.406884516   -7.851050991
    0.440000000 -162.561019176   -8.676781393
    0.460000000 -162.737820610   -9.899047149
    0.480000000 -162.938722307  -11.451796874
    0.500000000 -163.169783114  -12.765279729
    0.520000000 -163.427190175  -14.272947711
    0.540000000 -163.714629683  -15.668779201
    0.560000000 -164.037552935  -17.017122341
    0.580000000 -164.382893963  -18.266612675
    0.600000000 -164.752036842  -19.255190689
    0.620000000 -165.133792625  -19.538940805
    0.640000000 -165.513978648  -19.567307275
    0.660000000 -165.887516160  -18.939366248
    0.680000000 -166.244861556  -18.044178777
    0.700000000 -166.575160799  -16.560631814
    0.720000000 -166.889327540  -15.112648426
    0.740000000 -167.176706106  -14.179762391
    0.760000000 -167.445355060  -14.062920091
    0.780000000 -167.731384674  -14.962851084
    0.800000000 -168.039417499  -17.298862189
    0.820000000 -168.407173461  -21.003084190
    0.840000000 -168.861335604  -25.428889320
    0.860000000 -169.405248759  -30.219866108
    0.880000000 -170.038903554  -34.124488621
    0.900000000 -170.738885685  -36.591504651
    0.920000000 -171.472893225  -37.247853852
    0.940000000 -172.202171149  -36.071029112
    0.960000000 -172.895293361  -33.510376350
    0.980000000 -173.519410025  -29.904116229
    1.000000000 -174.062066634  -25.570164393
    1.020000000 -174.513827794  -20.898361274
    1.040000000 -174.876319394  -16.478893895
    1.060000000 -175.154270352  -12.401909200
    1.080000000 -175.358902490   -9.106613251
    1.100000000 -175.502577097   -7.033579658
    1.120000000 -175.626320539   -5.997672145
    1.140000000 -175.737645233   -6.534053577
    1.160000000 -175.871491853   -8.201602059
    1.180000000 -176.048408787  -10.594703106
    1.200000000 -176.274980517  -12.942674591
    1.220000000 -176.536410668  -14.141809227
    1.240000000 -176.808453330  -13.221852507
    1.260000000 -177.043027403  -10.319161127
    1.280000000 -177.186734152   -4.810987150
    1.300000000 -177.195275539    2.305458301
    1.320000000 -177.055329869   10.311479630
    1.340000000 -176.759097890   17.573868847
    1.360000000 -176.341824139   23.081864193
    1.380000000 -175.843753483   25.549139374
    1.400000000 -175.320116353   25.384560997
    1.420000000 -174.817633299   22.885139407
    1.440000000 -174.385304795   19.670612715
    1.460000000 -174.010978740   16.243440158
    1.480000000 -173.687288318   14.380855107
    1.500000000 -173.387968579   15.046643575
    1.520000000 -173.050212015   17.397491694
    1.540000000 -172.651209201   21.802058101
    1.560000000 -172.157291354   27.061589128
    1.580000000 -171.544448305   32.637231584
    1.600000000 -170.815811355   38.286515852
    1.620000000 -169.980490309   43.930660349
    1.640000000 -169.040196512   49.092417716
    1.660000000 -167.996264205   54.007017410
    1.680000000 -166.862054342   58.649121004
    1.700000000 -165.623063786   62.835527252
    1.720000000 -164.304264926   67.058781092
    1.740000000 -162.909214663   70.831947880
    1.760000000 -161.443999954   74.390929504
    1.780000000 -159.912209622   77.411808485
    1.800000000 -158.323431647   80.426127804
    1.820000000 -156.670204196   83.615559295
    1.840000000 -154.942967515   87.706512778
    1.860000000 -153.119471957   92.807474674
    1.880000000 -151.181947355   99.185018001
    1.900000000 -149.114744100  106.558309681
    1.920000000 -146.893152339  114.115451628
    1.940000000 -144.519598268  121.420493429
    1.960000000 -142.009053180  128.026177950
    1.980000000 -139.376579170  133.697479179
    2.000000000 -136.635172881  138.036581585
